,text,playlist,entity_name,music_item,playlist_owner,artist
1539,Add wes scantlin  song to my  autumn,autumn,,song,my,wes scantlin
1540,Add LA Woman to my  soul lounge playlist.,soul lounge,LA Woman,,my,
1541,"Put Corrina, Corrina onto my  classical x list.",classical x,"Corrina, Corrina",,my,
1542,add this Candi Staton  artist to my  Dancefloor Hits,Dancefloor Hits,,artist,my,Candi Staton
1543,Add this tetsuya komuro  track to my  soulful disco playlist,soulful disco,,track,my,tetsuya komuro
1544,I want to add this So Chan whee  tune to Latin Alternative Music,Latin Alternative Music,,tune,,So Chan whee
1545,add song to my  El Mejor Pop en EspaÃ±ol,El Mejor Pop en EspaÃ±ol,,song,my,
1546,Add the track to the Metal Talks Metallica playlist.,Metal Talks Metallica,,track,,
1547,Add Deuce to my  listas de Ã©xitos playlist,listas de Ã©xitos,Deuce,,my,
1548,Put the song playing on laverne's  rapcaviar playlist,rapcaviar,,song,laverne's,
1549,Add a Kanon Wakeshima  track to the Feeling Blue playlist.,Feeling Blue,,track,,Kanon Wakeshima
1550,add entre um coco e um adeus to taylor's  this is john williams playlist,this is john williams,entre um coco e um adeus,,taylor's,
1551,add party with friends by Constructs of the State to juliana's playlist,party with friends,Constructs of the State,,juliana's,
1552,Add Appreciation Day to My Folksy Love,My Folksy Love,Appreciation Day,,,
1553,Add however much i booze to my playlist called atmospheric black metal,atmospheric black metal,however much i booze,,my,
1554,this artist should go onto my playlist called the piano bar,the piano bar,,artist,my,
1555,Add Foreign Affair to the disney playlist.,disney,Foreign Affair,,,
1556,add this tune by mopreme shakur to the Party Â¡Fiesta playlist,Party Â¡Fiesta,,tune,,mopreme shakur
1557,Add brian larsen to my  digster sleep,digster sleep,,,my,brian larsen
1558,Add a track to the emo forever playlist.,emo forever,,track,,
1559,add Inca Roads to my  weekend,weekend,Inca Roads,,my,
1560,put this album in my  Fiesta section,Fiesta,,album,my,
1561,add this song to enid's  romÃ¡ntica playlist,romÃ¡ntica,,song,enid's,
1562,Add this artist to my  Throwback Dance Party playlist,Throwback Dance Party,,artist,my,
1563,add Animal Stories to maryanne's by Per Yngve Ohlin,Animal Stories,,,maryanne's,Per Yngve Ohlin
1564,Add Vyechnyy strannik to lo que suena new york,lo que suena new york,Vyechnyy strannik,,,
1565,Please add Chris Frantz to Pop Rising list,Pop Rising,,,,Chris Frantz
1566,Add tune to my playist the piano bar,the piano bar,,tune,my,
1567,Can you add something by Wynter Gordon to my  soul lounge playlist,soul lounge,,,my,Wynter Gordon
1568,put artist  hridaynath mangeshkar onto my  night out playlist,night out,,artist,my,hridaynath mangeshkar
1569,Add album to Acoustic Spring,Acoustic Spring,,album,,
1570,add Contact to my  nu metal playlist,nu metal,Contact,,my,
1571,Add entity eternally to playlist Lazy Chill Afternoon,Lazy Chill Afternoon,eternally,,,
1572,add the artist  Beardyman to my  classical x playlist,classical x,,artist,my,Beardyman
1573,Add Bronislau Kaper to the drive playlist.,drive,,,,Bronislau Kaper
1574,Add Falling Stars to my  Intense Studying,Intense Studying,Falling Stars,,my,
1575,Add another tune to my  Lo mejor del Rock de EspaÃ±a playlist.,Lo mejor del Rock de EspaÃ±a,,tune,my,
1576,please add this track to my  de camino playlist,de camino,,track,my,
1577,Add karusellen to jazz brasileiro,jazz brasileiro,karusellen,,,
1578,add this song by Chieko Ochi to the drum & breaks playlist,drum & breaks,,song,,Chieko Ochi
1579,Add this track to the Sin Ti playlist,Sin Ti,,track,,
1580,Add roel van velzen to the night playlist.,night,,,,roel van velzen
1581,Add artist  danny carey to my  Classic Jazz Singers playlist.,Classic Jazz Singers,,artist,my,danny carey
1582,add tune to my  The Southern Highway Chronicles playlist,The Southern Highway Chronicles,,tune,my,
1583,Add por tu maldito amor to my  orgullo gay,orgullo gay,por tu maldito amor,,my,
1584,add shahrum kashani to my  Country Hits,Country Hits,,,my,shahrum kashani
1585,I want another song in the Women of Latin Music playlist.,Women of Latin Music,,song,,
1586,Add Opus de Funk to my list Acoustic Blues,Acoustic Blues,Opus de Funk,,my,
1587,Add Happy Holidays to my playlist called it's ok to like jazz,it's ok to like jazz,Happy Holidays,,my,
1588,Add genocide to electronic bliss,electronic bliss,genocide,,,
1589,add my favorite track to Baroque 50 Spotify Picks,Baroque 50 Spotify Picks,,track,my,
1590,add this track to my playlist named Trabajo Relax,Trabajo Relax,,track,my,
1591,For my playlist Latin Pop Rising add Aira Yuhki,Latin Pop Rising,,,my,Aira Yuhki
1592,Add Magnifico to michele's playlist called 88 keys .,88 keys,,,michele's,Magnifico
1593,ad artist to sxsw latin  my playlist,sxsw latin,,artist,my,
1594,add Keke Wyatt to my  Evening Commute playlist,Evening Commute,,,my,Keke Wyatt
1595,add Hot House to Have You Met Miss Jones,Hot House,Have You Met Miss Jones,,,
1596,Add album to my  Country Hits,Country Hits,,album,my,
1597,add the wee wee man to pamela's  Stress Relief playlist,Stress Relief,the wee wee man,,pamela's,
1598,put K Maro  track on my  soul lounge list,soul lounge,,track,my,K Maro
1599,Please add Emanuel Kiriakou to my playlist llegando a casa,llegando a casa,,,my,Emanuel Kiriakou
1600,Add Hound Dog Taylor to the miami 2017 guest list playlist.,miami 2017 guest list,,,,Hound Dog Taylor
1601,Add Ihsahn to Hip Hop 2017 New School,Hip Hop 2017 New School,,,,Ihsahn
1602,Add this album the the playlist canciones que lo van a petar,canciones que lo van a petar,,album,,
1603,add The Open Door to autumn music,autumn music,The Open Door,,,
1604,add this artist named trevor mcnevan to the playlist top gaming tracks,top gaming tracks,,artist,,trevor mcnevan
1605,I want to add something by Jarvis Cocker to my  rock espaÃ±ol playlist,rock espaÃ±ol,,,my,Jarvis Cocker
1606,this tune should go on my  coffee table jazz playlist,coffee table jazz,,tune,my,
1607,add jim martin to Deathcore ,Deathcore,,,,jim martin
1608,my  timeless love songs playlist should include viderunt omnes,timeless love songs,viderunt omnes,,my,
1609,add the album to my  Top 100 Indie Tracks on Spotify playlist,Top 100 Indie Tracks on Spotify,,album,my,
1610,Add rosemary clooney to Pura Vida playlist,Pura Vida,,,,rosemary clooney
1611,add track to my  spring playlist,spring,,track,my,
1612,add a song by mark schultz to my  ultimate indie playlist,ultimate indie,,song,my,mark schultz
1613,For the playlist Wild & Free Workout add tsidii le loka,Wild & Free Workout,,,,tsidii le loka
1614,Add a tune by alex gaudino to my  The New Waltz playlist.,The New Waltz,,tune,my,alex gaudino
1615,Put the bill berry  track on elrow Guest List,elrow Guest List,,track,,bill berry
1616,put take up thy stethoscope and walk onto my  verano playlist,verano,take up thy stethoscope and walk,,my,
1617,put live and rare into dancehall official,dancehall official,live and rare,,,
1618,Add a song to my playlist Independent Music Monday,Independent Music Monday,,song,my,
1619,Add this artist to Reggae Classics playlist,Reggae Classics,,artist,,
1620,Please add the song by raphael rabello to the playlist fantastic workout,fantastic workout,,song,,raphael rabello
1621,Put Kurt Cobain onto korean osts .,korean osts,,,,Kurt Cobain
1622,Add the avispa  track to my  Bass Gaming playlist.,Bass Gaming,,track,my,avispa
1623,Add Don and Sherri to my  Meditate to Sounds of Nature playlist,Meditate to Sounds of Nature,Don and Sherri,,my,
1624,add Blag Dahlia to Pura Vida,Pura Vida,,,,Blag Dahlia
1625,Put Slimm Cutta Calhoun on my  Songs to Sing in the Car playlist,Songs to Sing in the Car,,,my,Slimm Cutta Calhoun
1626,Add etta james to my  anochecer urbano playlist.,anochecer urbano,,,my,etta james
1627,Add this track to anochecer urbano,anochecer urbano,,track,,
1628,Add another artist to the Spotlight on Country 2016 playlist.,Spotlight on Country 2016,,artist,,
1629,Please add this track to my  weekend list,weekend,,track,my,
1630,Add this song to my list Trabajo Relax,Trabajo Relax,,song,my,
1631,add Paper Doll to the Power Walk playlist,Power Walk,Paper Doll,,,
1632,put Michael Cretu onto my  Beach Vibes playlist,Beach Vibes,,,my,Michael Cretu
1633,Add this artist to the playlist called Evening Groove .,Evening Groove,,artist,,
1634,add Top 100 Indie Tracks on Spotify to my  track,Top 100 Indie Tracks on Spotify,,track,my,
1635,add this clint mansell  song to latin pop classics,latin pop classics,,song,,clint mansell
1636,Add Fair Charlotte to the We Everywhere playlist.,We Everywhere,Fair Charlotte,,,
1637,add track to orgullo gay,orgullo gay,,track,,
1638,Add this song to my playlist named Wild Country,Wild Country,,song,my,
1639,Add michael wittig to the party playlist.,party,,,,michael wittig
1640,add tune to women of pop playlist,women of pop,,tune,,
1641,add this artist named Cleopatra Stratan to my playlist named 30 Before 20 Masterworks by Teenagers,30 Before 20 Masterworks by Teenagers,,artist,my,Cleopatra Stratan
1642,put the airi suzuki  album into my  Nuclear Blast Novelties playlist,Nuclear Blast Novelties,,album,my,airi suzuki
1643,add scott putesky to concentraciÃ³n indie rock playlist,concentraciÃ³n indie rock,,,,scott putesky
1644,Add the song to my  R&B Movement playlist.,R&B Movement,,song,my,
1645,I want maximilian mutzke added to Acoustic Concentration,Acoustic Concentration,,,,maximilian mutzke
1646,Put this song on legendary guitar solos,legendary guitar solos,,song,,
1647,add Coordinates of Confusion to bass face playlist,bass face,Coordinates of Confusion,,,
1648,add great grape to my playlist named Novedades Pop,Novedades Pop,great grape,,my,
1649,add blood guts & glory to my  this is chopin,this is chopin,blood guts & glory,,my,
1650,Please place tim wright 's track onto the queen playlist.,queen,,track,,tim wright
1651,add to anacreon in heaven into the playlist girls' night,girls' night,to anacreon in heaven,,,
1652,Add this tune by Shagrath to black sabbath the ozzy years,black sabbath the ozzy years,,tune,,Shagrath
1653,Add to my playlist heavy gamer the name blaydon races,heavy gamer,blaydon races,,my,
1654,Add a track to my  girls' night playlist.,girls' night,,track,my,
1655,add this song to tania's  new boots,new boots,,song,tania's,
1656,"add reggaeton classics in playlist jennie, jennie",reggaeton classics,"jennie, jennie",,,
1657,put the mike oldfield  album onto my  La Mejor MÃºsica para tus Fiestas playlist,La Mejor MÃºsica para tus Fiestas,,album,my,mike oldfield
1658,I want a matt garrison  tune in my  Fresh Finds Fire Emoji playlist.,Fresh Finds Fire Emoji,,tune,my,matt garrison
1659,I want to put this track on diann's  Just Smile playlist,Just Smile,,track,diann's,
1660,add this track to tameka's  dance playlist,dance,,track,tameka's,
1661,add this wayne raney  tune to my  this is kudai,this is kudai,,tune,my,wayne raney
1662,add maschi e altri to my  this is john williams,this is john williams,maschi e altri,,my,
1663,I want to add a song to the sunshine reggae playlist.,sunshine reggae,,song,,
1664,add dÃ©cadas to my list Neo da Matrix,dÃ©cadas,,,my,Neo da Matrix
1665,add Split the Difference to my  Women's Lit playlist,Women's Lit,Split the Difference,,my,
1666,Add some fujimoto yae to my  Women of Rock list,Women of Rock,,,my,fujimoto yae
1667,Put say it ainât so into my  Trap Land playlist.,Trap Land,say it ainât so,,my,
1668,Add Bien AcompaÃ±ado to All Out 60s,All Out 60s,Bien AcompaÃ±ado,,,
1669,add tune to my  this is animal collective,this is animal collective,,tune,my,
1670,I want lay down your arms in the indie espaÃ±ol playlist.,indie espaÃ±ol,lay down your arms,,,
1671,put Framed onto my  ntc studio sounds playlist,ntc studio sounds,Framed,,my,
1672,add The Darkest Red to this is jennifer lopez,this is jennifer lopez,The Darkest Red,,,
1673,Add in the heart of the world to the Epic Gaming playlist,Epic Gaming,in the heart of the world,,,
1674,Add tune to cleaning the house,cleaning the house,,tune,,
1675,Add this artist to lo mÃ¡s dance playlist.,lo mÃ¡s dance,,artist,,
1676,Add this artist to my  garage jams,garage jams,,artist,my,
1677,add this track to llegando a casa,llegando a casa,,track,,
1678,Add concrete roots to punk espaÃ±ol playlist,punk espaÃ±ol,concrete roots,,,
1679,add this song to my  workout playlist,workout,,song,my,
1680,add xiang xiang  album to my  Madden NFL 16,Madden NFL 16,,album,my,xiang xiang
1681,I want to add Broken Hearted Melody to the playlist Post Garage Wave Revival,Post Garage Wave Revival,Broken Hearted Melody,,,
1682,Add some patrick stump to maritza's  disco fever list,disco fever,,,maritza's,patrick stump
1683,Add Cleo Laine to psychedelic rock,psychedelic rock,,,,Cleo Laine
1684,Put another track in the keep calm playlist.,keep calm,,track,,
1685,Add a track to my  dinner playlist,dinner,,track,my,
1686,put perfecting loneliness onto primavera sound 2016 barcelona ,primavera sound 2016 barcelona,perfecting loneliness,,,
1687,Can Super Turnt Up get added to my  emotron playlist?,emotron,Super Turnt Up,,my,
1688,add song to evening playlist,evening,,song,,
1689,add villotta to The MetalSucks Playlist playlist,The MetalSucks Playlist,villotta,,,
1690,Add anti ep to esenciales,esenciales,anti ep,,,
1691,edit Top 100 Indie Tracks on Spotify playlist by adding Smokefree RockQuest 2005,Top 100 Indie Tracks on Spotify,Smokefree RockQuest 2005,,,
1692,I want to add the Classical Moments in Movies  track to my playlist,Classical Moments in Movies,,track,my,
1693,Add a song to my playlist Impulso Creativo,Impulso Creativo,,song,my,
1694,add The Go Find to SÃ³lo para dos,SÃ³lo para dos,,,,The Go Find
1695,Put this tune on All A Cappella,All A Cappella,,tune,,
1696,Add this tune by Rafet el Roman to my  Latin Pop Rising playlist.,Latin Pop Rising,,tune,my,Rafet el Roman
1697,Add this artist to my  Morning Rhythm playlist,Morning Rhythm,,artist,my,
1698,add omnipresent to verano,verano,omnipresent,,,
1699,put this tune by mark norman on my  keep calm list,keep calm,,tune,my,mark norman
1700,Add the time warp to Wild & Free Workout,Wild & Free Workout,the time warp,,,
1701,I want Cocco added to my  post metal playlist.,post metal,,,my,Cocco
1702,Please add this this tune to the playlist this is selena,this is selena,,tune,,
1703,Can you put this song on the metal xplorer playlist,metal xplorer,,song,,
1704,Put a track by lil mama into my  guest list sneaky zebra playlist.,guest list sneaky zebra,,track,my,lil mama
1705,Add the artist  Kamil Rustam to my  relaxing playlist,relaxing,,artist,my,Kamil Rustam
1706,Add another album to my  friendesemana playlist.,friendesemana,,album,my,
1707,add this tune to my  in the arms of a woman,in the arms of a woman,,tune,my,
1708,add Chris de Burgh in my playlist melancholia,melancholia,,,my,Chris de Burgh
1709,add la voce to my  Dubstep Dangles Dirty playlist,Dubstep Dangles Dirty,la voce,,my,
1710,add 9AM in Dallas to my  classical music for smart kids,classical music for smart kids,9AM in Dallas,,my,
1711,Send the track from andrew hewitt to the piano ballads playlist,piano ballads,,track,,andrew hewitt
1712,Add raz b to drive playlist,drive,,,,raz b
1713,Add this tune by Frankie Laine to my playlist kitchen swagger,kitchen swagger,,tune,my,Frankie Laine
1714,add this elbridge bryant  song to my  inyecciÃ³n musical playlist,inyecciÃ³n musical,,song,my,elbridge bryant
1715,In my playlist Rock Gaming add Mariem Hassan con Leyoad,Rock Gaming,Mariem Hassan con Leyoad,,my,
1716,Add the singer Damon Johnson  album to my  African Heat playlists,African Heat,,album,my,Damon Johnson
1717,Can you put consequences on my  SOS 48 2016 playlist,SOS 48 2016,consequences,,my,
1718,will you add Pat Kirtley to my  covered in punk playlist,covered in punk,,,my,Pat Kirtley
1719,Incorporate a roberto parra sandoval  track into the Cena Elegante playlist.,Cena Elegante,,track,,roberto parra sandoval
1720,Can my  electro sur have this song added to it?,electro sur,,song,my,
1721,add track to This Is ZezÃ© Di Camargo & Luciano,This Is ZezÃ© Di Camargo & Luciano,,track,,
1722,For my playlist Post Garage Wave Revival add the name Eternal Prisoner ,Post Garage Wave Revival,Eternal Prisoner,,my,
1723,add picasso baby to Digster Reggae playlist,Digster Reggae,picasso baby,,,
1724,will you put this song onto Women of Electronic,Women of Electronic,,song,,
1725,I need to add a tune by Amanda Stern to the playlist cloud rap .,cloud rap,,tune,,Amanda Stern
1726,I want to put Paul Young onto all new all now .,all new all now,,,,Paul Young
1727,add little pattie  track in Nu Metal,Nu Metal,,track,,little pattie
1728,add hopeful to my  this is enrique iglesias,this is enrique iglesias,hopeful,,my,
1729,Add current track to hillary clinton's women's history month playlist,hillary clinton's women's history month playlist,,track,,
1730,Add a KJ 52  track to the te quiero playlist.,te quiero,,track,,KJ 52
1731,my  feelin' good playlist needs some Mai Selim in it.,feelin' good,,,my,Mai Selim
1732,Add anson hu to my  conexiones list,conexiones,,,my,anson hu
1733,add a track by Big Sha to my  This Is Miranda Lambert playlist,This Is Miranda Lambert,,track,my,Big Sha
1734,add this artist to my  59th grammy awards,59th grammy awards,,artist,my,
1735,Add Frank Beard to my  latin pop classics playlist.,latin pop classics,,,my,Frank Beard
1736,Add rmx works from cyber trance presents ayu trance 3 to judy's  Sophisticated Dinner playlist,Sophisticated Dinner,rmx works from cyber trance presents ayu trance 3,,judy's,
1737,I want to add another album to the Scratchy Back Porch Blues playlist.,Scratchy Back Porch Blues,,album,,
1738,add one and only to my  once upon a time playlist,once upon a time,one and only,,my,
1739,Add Sunday Express Live to workout playlist,workout,Sunday Express Live,,,
1740,Please add faccetta nera to my  this is handel playlist,this is handel,faccetta nera,,my,
1741,add new metal tracks in my  tune,new metal tracks,,tune,my,
1742,Add patti page  album to i love my neo soul,i love my neo soul,,album,,patti page
1743,add Annette Artani to the playlist titled all out 90s,all out 90s,,,,Annette Artani
1744,add banking violence and the inner life today to my  retro gaming playlist,retro gaming,banking violence and the inner life today,,my,
1745,put this tune on my  your favorite coffeehouse playlist,your favorite coffeehouse,,tune,my,
1746,add Metal Church to my playlist named Stress Relief,Stress Relief,Metal Church,,my,
1747,Add track to fresh finds,fresh finds,,track,,
1748,add album to this is trey songz playlist,this is trey songz,,album,,
1749,add song to Daily Lift playlist,Daily Lift,,song,,
1750,Add Without Your Love to my  showstopper being mary jane list,showstopper being mary jane,Without Your Love,,my,
1751,Add this track to epic wall of sound,epic wall of sound,,track,,
1752,Put the Love Hurts  track onto carmen's playlist.,Love Hurts,,track,carmen's,
1753,Can you add a track by David Wolfenberger to janell's  all funked up playlist,all funked up,,track,janell's,David Wolfenberger
1754,I want lance king in my list called One Love,One Love,,,my,lance king
1755,add this album to my playlist titled underground hits,underground hits,,album,my,
1756,Can you add something by Gregori Chad Petree to the playlist digster soul classics,digster soul classics,,,,Gregori Chad Petree
1757,I want to add johnny burke to the Country Bound playlist,Country Bound,,,,johnny burke
1758,add The Game to 80'S PARTY,80'S PARTY,,,,The Game
1759,Add Maria Magdalena to my  poetry in their own voices playlist,poetry in their own voices,Maria Magdalena,,my,
1760,Add Baby Lemonade to poetry in their own voices,poetry in their own voices,Baby Lemonade,,,
1761,add Defined by Struggle to Chillin' on a Dirt Road to my playlist,Chillin' on a Dirt Road,Defined by Struggle,,my,
1762,move Josiah Leming to te quiero list,te quiero,,,,Josiah Leming
1763,add this tune to my  primavera sound 2016 barcelona,primavera sound 2016 barcelona,,tune,my,
1764,Incorporate Nao Kawakita into the epic classical playlist.,epic classical,,,,Nao Kawakita
1765,Please add something by steve freund to my  This Is Luis Fonsi playlist,This Is Luis Fonsi,,,my,steve freund
1766,Add bret mckenzie to my  Pop Commute playlist,Pop Commute,,,my,bret mckenzie
1767,Add the name Shall We Dance to playlist Rock,Rock,Shall We Dance,,,
1768,add the artist  P D Q Bach to the te quiero playlist,te quiero,,artist,,P D Q Bach
1769,Can you add Honey Hush to hits of the 60s,hits of the 60s,Honey Hush,,,
1770,Put some Stu Phillips in the women of acoustic playlist.,women of acoustic,,,,Stu Phillips
1771,Add women of metal to Odetta Holmes,women of metal,,,,Odetta Holmes
1772,add Revolution RevoluciÃ³n to my  political punks,political punks,Revolution RevoluciÃ³n,,my,
1773,I'd like t add Day After Day to evangeline's  Party of the Century playlist,Party of the Century,Day After Day,,evangeline's,
1774,add zion golan to my  signed xoxo playlist,signed xoxo,,,my,zion golan
1775,Add Ava Leigh to my  Grime Instrumentals playlist,Grime Instrumentals,,,my,Ava Leigh
1776,add Daedelus to my  Lazy Chill Afternoon,Lazy Chill Afternoon,,,my,Daedelus
1777,Add the artist to my  Duetos .,Duetos,,artist,my,
1778,Add Julia Fordham to the Massive Soca Hits playlist.,Massive Soca Hits,,,,Julia Fordham
1779,Add a track to my  Alok House Party playlist,Alok House Party,,track,my,
1780,Add Blue Feather to the Nature Noise playlist,Nature Noise,Blue Feather,,,
1781,add KsiÄga Urodzaju to abigail's  ConcentraciÃ³n,ConcentraciÃ³n,KsiÄga Urodzaju,,abigail's,
1782,Add big generator to my  Country Icon playlist,Country Icon,big generator,,my,
1783,add the album to the Six string peacefulness playlist,Six string peacefulness,,album,,
1784,put this artist onto political punks .,political punks,,artist,,
1785,Add this tune to my playlist Guest List Mashable,Guest List Mashable,,tune,my,
1786,"put Claude VonStroke onto my  This Is Earth, Wind & Fire","This Is Earth, Wind & Fire",,,my,Claude VonStroke
1787,Add all together now to my playlist the road to punk rock ,the road to punk rock,all together now,,my,
1788,I would like to put taylor dayne on the pop 4 kids list,pop 4 kids,,,,taylor dayne
1789,Add tune to downtempo beats,downtempo beats,,tune,,
1790,add track to dance playlist,dance,,track,,
1791,Add another tune to my  Soft Rock playlist.,Soft Rock,,tune,my,
1792,Can you put in person at carnegie hall on my  winter playlist,winter,in person at carnegie hall,,my,
1793,Add Visible Wings to my playlist entre los andes,entre los andes,Visible Wings,,my,
1794,Add a tune to the Calm Vibes playlist.,Calm Vibes,,tune,,
1795,Add Steve Jones to my  chill list,chill,,,my,Steve Jones
1796,stick Fonseca in the Songs to Sing in the Car playlist,Songs to Sing in the Car,,,,Fonseca
1797,I wish to put tom baxter onto my  coffee table jazz playlist,coffee table jazz,,,my,tom baxter
1798,Add Cary Brothers to rock the 2000's playlist,rock the 2000's,,,,Cary Brothers
1799,Put horace silver and the jazz messengers on my  running to rock 170 to 190 bpm playlist,running to rock 170 to 190 bpm,horace silver and the jazz messengers,,my,
1800,Add this song to my  esenciales playlist,esenciales,,song,my,
1801,I want to add Up to the Mountain to my playlist with the title Women of Indie,Women of Indie,Up to the Mountain,,my,
1802,Add Los Hombres Calientes Volume 3 New Congo Square to my  descanso infinito playlist.,descanso infinito,Los Hombres Calientes Volume 3 New Congo Square,,my,
1803,Add Driven to Tears to the viral semanal playlist.,viral semanal,Driven to Tears,,,
1804,Add The Private Collection onto my  Cena Elegante playlist please.,Cena Elegante,The Private Collection,,my,
1805,add boyce and hart to Urban Hits playlist,Urban Hits,,,,boyce and hart
1806,Add an artist to my  Hype list,Hype,,artist,my,
1807,add harry chapin in stress relief playlist,stress relief,,,,harry chapin
1808,add this track by flesh n bone to cherry's  SPA Treatment playlist,SPA Treatment,,track,cherry's,flesh n bone
1809,Add All Bad to the summer of love playlist.,summer of love,All Bad,,,
1810,add this album to the playlist Guest List Engadget,Guest List Engadget,,album,,
1811,Add circus to my  Post Garage Wave Revival list,Post Garage Wave Revival,circus,,my,
1812,this track should get added to Spain Top 50,Spain Top 50,,track,,
1813,Add Tony McGuinness to my playlist I Love My 90s Hip Hop,I Love My 90s Hip Hop,,,my,Tony McGuinness
1814,Put this track on Musica EspaÃ±ola 2017,Musica EspaÃ±ola 2017,,track,,
1815,Add the album to my  Wild Country playlist.,Wild Country,,album,my,
1816,add Get Happy to cherry's  Las Canciones MÃ¡s Lindas Del Mundo,Las Canciones MÃ¡s Lindas Del Mundo,Get Happy,,cherry's,
1817,add Halley to This Is Tchaikovsky ,This Is Tchaikovsky,Halley,,,
1818,Add this song to my  the perfect italian dinner playlist,the perfect italian dinner,,song,my,
1819,add this song to my  CanciÃ³n del DÃ­a playlist,CanciÃ³n del DÃ­a,,song,my,
1820,add nico to my  rock to work,rock to work,,,my,nico
1821,Add the track to the comedy new releases playlist.,comedy new releases,,track,,
1822,Include love love love in the Dinner Music playlist.,Dinner Music,love love love,,,
1823,Please add a track to my playlist called this is Coti,this is Coti,,track,my,
1824,add the name covenant to the playlist Fusion Fest,Fusion Fest,covenant,,,
1825,add September to winter music,winter music,,,,September
1826,Add Grey Cloudy Lies to the hip hop playlist.,hip hop,Grey Cloudy Lies,,,
1827,add cliffs of dooneen in playlist Lo Que Suena Los Angeles,Lo Que Suena Los Angeles,cliffs of dooneen,,,
1828,add willie nelson live to my  Acoustic Blues playlsit,Acoustic Blues,willie nelson live,,my,
1829,add this album to my  Throwback Thursday playlist,Throwback Thursday,,album,my,
1830,add yang hyun seok to the playlist called night out,night out,,,,yang hyun seok
1831,Add an album to my playlist bachata lovers,bachata lovers,,album,my,
1832,Add this album to my  orgÃ¡nica playlist.,orgÃ¡nica,,album,my,
1833,Add spirit touches ground to my  leche con chocolate list,leche con chocolate,spirit touches ground,,my,
1834,Add this tune to my  70s road trip list,70s road trip,,tune,my,
1835,I want to add the war is not over to geraldine's  pop punk powerhouses playlist,pop punk powerhouses,the war is not over,,geraldine's,
1836,"add Hello, My Lover, Goodbye to my  Deathcore playlist",Deathcore,"Hello, My Lover, Goodbye",,my,
1837,I need to add to the funk soul disco playlist my favorite artist,funk soul disco,,artist,my,
1838,Add Sci-Fi Crimes to the fresh folk playlist,fresh folk,Sci-Fi Crimes,,,
1839,Add the artist  verano to my  michael mantler playlist.,verano,,artist,my,michael mantler
1840,Add Unconscious State to my  90s Smash Hits,90s Smash Hits,Unconscious State,,my,
1841,Add the yumi matsuzawa  album to my  sexy as folk playlist,sexy as folk,,album,my,yumi matsuzawa
1842,Add Warning Device to my  mac 'n cheese playlist.,mac 'n cheese,Warning Device,,my,
1843,add rob tyner to betsy's  We Everywhere,We Everywhere,,,betsy's,rob tyner
1844,add steve albini  album to my  psychedelic rock playlist,psychedelic rock,,album,my,steve albini
1845,Add this tune to hipster soul,hipster soul,,tune,,
1846,Add tune to Blues,Blues,,tune,,
1847,Can you add something by Vikki Thorn to my  lo mejor de los 80's playlist,lo mejor de los 80's,,,my,Vikki Thorn
1848,Add So Far to my  Retrovisor playlist.,Retrovisor,So Far,,my,
1849,Add Venetian Snares onto the atmospheric calm playlist,atmospheric calm,,,,Venetian Snares
1850,Add Theater to my  New Metal Tracks playlist,New Metal Tracks,Theater,,my,
1851,add Yoshiki to the 35 Soul Classics 1970 to 1975 playlist,35 Soul Classics 1970 to 1975,,,,Yoshiki
1852,add dan the automator to forever country,forever country,,,,dan the automator
1853,add tune to my  mellow bars playlist,mellow bars,,tune,my,
1854,Include the past behind in my  Top 100 Rock Tracks on Spotify playlist.,Top 100 Rock Tracks on Spotify,the past behind,,my,
1855,Put gregory douglass in Halloween Teens please,Halloween Teens,,,,gregory douglass
1856,put this tune by ross the boss onto naÃ§Ã£o reggae,naÃ§Ã£o reggae,,tune,,ross the boss
1857,Add a tune to this is wagner,this is wagner,,tune,,
1858,add lene lovich to my  track  radar latino,radar latino,,track,my,lene lovich
1859,Add christopher lawrence to my  Always Pop Punk playlist.,Always Pop Punk,,,my,christopher lawrence
1860,add this tune to my  weekend playlist,weekend,,tune,my,
1861,add this album by Karl Davydov to reyna's  This Is Luis Fonsi playlist,This Is Luis Fonsi,,album,reyna's,Karl Davydov
1862,Add geminism to power workout list,power workout,geminism,,,
1863,Add album to my  Massive Soca Hits,Massive Soca Hits,,album,my,
1864,I'd like for you to add Owen Biddle to my  Old School Death Metal playlist.,Old School Death Metal,,,my,Owen Biddle
1865,add doing all right to string theory,string theory,doing all right,,,
1866,Add Milas Poli to my  Indie Bluegrass,Indie Bluegrass,Milas Poli,,my,
1867,add Lee Seung gi to my  Baila Reggaeton playlist,Baila Reggaeton,,,my,Lee Seung gi
1868,Can you add john scofield newest tune  the selektor to the playlist,the selektor,,tune,,john scofield
1869,add this annabella lwin  track to Indie Alternativa,Indie Alternativa,,track,,annabella lwin
1870,Put another tune into my  dancehall official playlist.,dancehall official,,tune,my,
1871,add Paloma negra to my  Funky Jams list,Funky Jams,Paloma negra,,my,
1872,Please put the album onto fresh folk .,fresh folk,,album,,
1873,I want you to add must b 21 to acoustic covers the mash ups .,acoustic covers the mash ups,must b 21,,,
1874,Add mc ren to my  It's a Southern Thing playlist,It's a Southern Thing,,,my,mc ren
1875,add the tune to my  viajes playlist,viajes,,tune,my,
1876,add track to my  life's short; play fast playlist,life's short; play fast,,track,my,
